Time,Temperature (°C),Humidity (%),Precipitations (mm),Wind_speeds (km/h),Wind_direction (°),Cloud_cover_mid (%),Pressure (hPa),Soil_moisture_0_7cm (m³/m³)
2022-01-01T00:00,20.33,87.29,0.03,9.27,60.86,24.71,1019.44,0.44
2022-01-01T01:00,20.43,87.14,0.06,9.47,52.71,33.57,1018.64,0.44
2022-01-01T02:00,20.24,87.57,0.06,8.77,51.71,20.57,1017.74,0.44
2022-01-01T03:00,20.34,87.29,0.0,8.79,47.29,34.86,1017.09,0.44
2022-01-01T04:00,20.14,88.43,0.0,8.16,57.71,23.86,1017.03,0.44
2022-01-01T05:00,20.06,88.43,0.0,8.14,53.57,30.57,1017.33,0.44
2022-01-01T06:00,20.31,88.0,0.0,8.57,58.0,21.86,1017.64,0.44
2022-01-01T07:00,20.74,90.14,0.0,8.23,74.29,14.57,1018.06,0.44
2022-01-01T08:00,21.73,86.14,0.31,14.96,58.57,15.43,1018.83,0.44
2022-01-01T09:00,22.69,82.71,0.24,18.41,56.57,37.14,1019.26,0.44
2022-01-01T10:00,23.59,78.43,0.39,19.87,57.29,34.57,1018.8,0.44
2022-01-01T11:00,24.41,74.86,0.31,22.84,56.71,31.71,1018.41,0.44
2022-01-01T12:00,24.46,75.14,0.43,21.96,58.0,76.71,1017.49,0.45
2022-01-01T13:00,24.47,74.14,0.36,22.77,59.43,47.14,1016.73,0.45
2022-01-01T14:00,23.84,77.43,0.23,21.56,60.71,76.86,1015.99,0.45
2022-01-01T15:00,24.07,73.57,0.14,21.04,58.14,51.57,1015.96,0.44
2022-01-01T16:00,23.31,76.57,0.03,17.7,60.29,57.0,1016.3,0.44
2022-01-01T17:00,22.36,80.29,0.03,13.21,63.57,40.14,1016.76,0.44
2022-01-01T18:00,21.41,84.43,0.0,11.39,64.14,19.71,1017.26,0.44
2022-01-01T19:00,21.21,87.29,0.0,10.27,70.0,25.57,1017.79,0.44
2022-01-01T20:00,21.21,86.0,0.0,10.74,67.57,45.71,1018.24,0.44
2022-01-01T21:00,21.09,86.57,0.03,11.33,72.57,32.71,1018.26,0.44
2022-01-01T22:00,21.01,86.29,0.03,11.57,70.0,51.71,1017.96,0.44
2022-01-01T23:00,20.87,87.14,0.0,9.64,67.71,24.29,1018.04,0.44
2022-01-02T00:00,20.67,88.43,0.0,9.39,69.71,44.86,1018.16,0.44
2022-01-02T01:00,20.67,89.0,0.0,9.16,69.71,35.0,1017.43,0.44
2022-01-02T02:00,20.67,89.43,0.03,8.71,71.0,20.86,1016.67,0.44
2022-01-02T03:00,20.36,90.86,0.03,7.56,71.57,23.0,1016.34,0.44
2022-01-02T04:00,20.46,90.57,0.0,7.23,70.71,12.71,1016.23,0.44
2022-01-02T05:00,20.47,90.43,0.03,7.14,69.57,6.71,1016.43,0.44
2022-01-02T06:00,20.41,91.0,0.0,7.14,60.43,5.29,1016.8,0.44
2022-01-02T07:00,20.81,90.0,0.0,6.67,70.29,1.86,1017.43,0.44
2022-01-02T08:00,21.7,86.0,0.09,12.67,50.86,14.14,1018.73,0.44
2022-01-02T09:00,22.46,83.0,0.31,16.54,52.57,14.57,1018.7,0.44
2022-01-02T10:00,23.56,79.0,0.29,19.77,50.29,60.0,1018.2,0.44
2022-01-02T11:00,24.23,76.57,0.17,18.77,54.14,28.29,1017.56,0.44
2022-01-02T12:00,24.71,72.86,0.23,20.83,54.57,44.71,1016.66,0.44
2022-01-02T13:00,24.81,71.14,0.26,21.29,58.86,22.29,1015.59,0.44
2022-01-02T14:00,24.8,70.57,0.16,19.61,57.14,15.86,1015.06,0.44
2022-01-02T15:00,24.43,70.43,0.03,19.79,54.0,21.86,1014.97,0.44
2022-01-02T16:00,23.37,75.0,0.04,17.21,59.14,29.29,1015.27,0.43
2022-01-02T17:00,22.41,79.57,0.03,12.6,67.0,19.14,1015.66,0.43
2022-01-02T18:00,21.4,84.57,0.03,12.26,71.57,2.86,1016.39,0.43
2022-01-02T19:00,21.07,85.71,0.0,9.81,78.86,9.0,1017.13,0.43
2022-01-02T20:00,20.83,87.57,0.0,9.11,76.43,9.29,1017.77,0.43
2022-01-02T21:00,20.86,87.71,0.03,9.67,68.57,24.14,1017.81,0.43
2022-01-02T22:00,20.89,87.29,0.0,10.49,67.43,3.57,1017.56,0.43
2022-01-02T23:00,20.77,88.29,0.03,10.47,63.14,17.71,1017.43,0.43
2022-01-03T00:00,20.73,88.29,0.03,10.44,64.43,23.43,1017.13,0.43
2022-01-03T01:00,20.7,89.0,0.01,10.31,61.71,22.43,1016.83,0.43
2022-01-03T02:00,20.53,89.0,0.03,10.97,59.71,15.43,1015.93,0.43
2022-01-03T03:00,20.44,89.29,0.0,9.4,59.29,23.57,1015.43,0.43
2022-01-03T04:00,20.44,89.14,0.03,9.71,58.57,16.57,1015.17,0.43
2022-01-03T05:00,20.33,89.71,0.0,8.89,62.29,20.57,1015.27,0.43
2022-01-03T06:00,20.39,88.86,0.03,9.03,68.86,27.14,1015.73,0.43
2022-01-03T07:00,20.8,89.0,0.0,8.23,73.14,17.43,1016.33,0.43
2022-01-03T08:00,21.71,84.57,0.06,14.77,58.14,34.43,1016.99,0.43
2022-01-03T09:00,22.69,80.29,0.19,18.51,52.86,68.29,1017.07,0.43
2022-01-03T10:00,23.6,76.86,0.17,18.87,53.71,98.0,1016.69,0.43
2022-01-03T11:00,23.66,76.43,0.16,17.5,59.43,92.86,1016.4,0.43
2022-01-03T12:00,24.03,75.29,0.1,18.81,60.71,100.0,1015.43,0.43
2022-01-03T13:00,24.19,74.0,0.07,18.37,63.29,96.43,1014.69,0.43
2022-01-03T14:00,23.9,74.57,0.03,17.29,64.43,93.43,1013.8,0.43
2022-01-03T15:00,23.73,74.86,0.03,16.69,70.0,99.71,1013.61,0.43
2022-01-03T16:00,23.13,77.29,0.03,16.03,72.0,97.43,1014.04,0.43
2022-01-03T17:00,22.56,79.43,0.0,13.17,75.43,92.0,1014.54,0.42
2022-01-03T18:00,21.93,81.43,0.0,11.44,77.43,93.71,1015.47,0.42
2022-01-03T19:00,21.41,84.43,0.0,9.79,74.43,65.0,1016.13,0.43
2022-01-03T20:00,21.2,85.14,0.0,8.94,78.86,57.14,1016.86,0.43
2022-01-03T21:00,20.87,87.0,0.0,7.93,85.14,43.71,1017.21,0.43
2022-01-03T22:00,20.64,88.0,0.0,6.99,78.0,35.71,1017.11,0.43
2022-01-03T23:00,20.41,88.43,0.0,6.34,80.29,17.0,1016.87,0.43
2022-01-04T00:00,20.24,89.86,0.0,5.9,93.14,36.71,1016.76,0.43
2022-01-04T01:00,19.99,91.0,0.0,5.3,90.57,26.29,1016.17,0.43
2022-01-04T02:00,19.64,91.86,0.0,5.33,126.57,75.86,1015.59,0.43
2022-01-04T03:00,19.51,92.71,0.0,6.99,113.29,75.0,1014.94,0.42
2022-01-04T04:00,19.67,92.14,0.0,6.67,112.43,4.0,1014.86,0.42
2022-01-04T05:00,19.84,91.43,0.0,7.19,106.29,25.14,1015.33,0.42
2022-01-04T06:00,19.96,90.43,0.0,6.36,88.29,16.86,1015.21,0.42
2022-01-04T07:00,20.64,90.86,0.0,5.09,122.0,8.29,1015.61,0.42
2022-01-04T08:00,22.07,83.43,0.0,9.94,63.29,8.86,1016.19,0.42
2022-01-04T09:00,23.26,77.29,0.09,14.44,53.14,17.14,1016.46,0.42
2022-01-04T10:00,24.01,74.71,0.01,14.23,56.57,39.71,1016.39,0.42
2022-01-04T11:00,24.56,72.57,0.04,15.46,53.43,58.29,1015.57,0.42
2022-01-04T12:00,25.39,70.43,0.06,14.64,51.57,82.86,1014.6,0.42
2022-01-04T13:00,25.41,70.57,0.09,14.29,56.86,90.43,1013.83,0.42
2022-01-04T14:00,25.19,72.29,0.03,12.93,67.29,91.0,1013.17,0.42
2022-01-04T15:00,24.71,74.57,0.09,12.9,68.14,94.43,1013.27,0.42
2022-01-04T16:00,24.1,78.43,0.13,10.94,81.86,95.29,1013.63,0.42
2022-01-04T17:00,23.3,83.0,0.03,11.09,99.14,96.0,1014.19,0.42
2022-01-04T18:00,22.31,88.0,0.0,12.27,109.14,60.57,1014.79,0.42
2022-01-04T19:00,22.01,89.71,0.0,9.11,110.57,35.0,1015.26,0.42
2022-01-04T20:00,21.54,92.43,0.0,8.54,113.86,10.57,1015.86,0.42
2022-01-04T21:00,21.04,94.57,0.0,7.94,114.71,4.86,1015.69,0.42
2022-01-04T22:00,20.69,95.71,0.0,7.31,115.43,5.57,1015.73,0.42
2022-01-04T23:00,20.7,95.29,0.0,8.04,112.71,1.71,1016.09,0.42
2022-01-05T00:00,21.03,93.86,0.03,7.17,99.29,1.71,1015.51,0.42
2022-01-05T01:00,20.63,96.0,0.06,5.74,109.71,3.0,1014.91,0.42
2022-01-05T02:00,20.67,95.71,0.03,4.81,105.29,3.57,1014.24,0.42
2022-01-05T03:00,20.69,95.29,0.03,4.56,115.29,0.29,1013.67,0.42
2022-01-05T04:00,20.31,96.57,0.03,5.33,120.57,0.0,1013.47,0.42
2022-01-05T05:00,20.29,96.43,0.0,4.97,120.14,1.14,1013.57,0.42
2022-01-05T06:00,20.01,96.86,0.0,5.81,119.43,0.0,1013.89,0.42
2022-01-05T07:00,21.04,93.71,0.0,5.4,135.43,0.0,1014.64,0.42
2022-01-05T08:00,22.49,86.71,0.0,8.04,74.43,0.43,1015.34,0.42
2022-01-05T09:00,23.74,80.14,0.13,9.87,74.86,3.0,1015.61,0.42
2022-01-05T10:00,24.11,78.43,0.06,9.57,70.86,1.86,1015.37,0.42
2022-01-05T11:00,24.83,75.43,0.07,9.87,63.0,8.71,1015.07,0.42
2022-01-05T12:00,25.06,74.57,0.14,10.69,75.14,56.86,1014.43,0.42
2022-01-05T13:00,25.54,73.0,0.2,12.39,83.71,9.43,1013.54,0.42
2022-01-05T14:00,26.06,70.86,0.13,12.57,86.14,9.86,1012.54,0.42
2022-01-05T15:00,26.17,70.57,0.14,13.06,82.29,7.71,1012.3,0.41
2022-01-05T16:00,25.4,73.86,0.11,13.2,83.14,7.43,1012.43,0.41
2022-01-05T17:00,24.36,78.71,0.0,11.19,87.71,5.71,1013.13,0.41
2022-01-05T18:00,23.1,83.86,0.0,11.29,102.57,7.86,1013.7,0.41
2022-01-05T19:00,22.1,89.29,0.0,10.39,114.29,10.29,1014.5,0.41
2022-01-05T20:00,21.57,92.71,0.0,10.19,120.14,6.0,1015.01,0.41
2022-01-05T21:00,21.16,94.43,0.0,10.17,121.86,1.14,1015.26,0.41
2022-01-05T22:00,20.81,96.57,0.0,8.53,120.14,1.0,1015.63,0.42
2022-01-05T23:00,20.63,96.71,0.0,6.59,118.71,0.86,1015.67,0.41
2022-01-06T00:00,20.43,97.0,0.0,4.91,121.57,0.0,1015.41,0.41
2022-01-06T01:00,20.27,97.14,0.0,4.29,124.0,0.0,1015.11,0.42
2022-01-06T02:00,20.17,96.71,0.0,5.13,117.86,0.0,1014.49,0.42
2022-01-06T03:00,20.17,97.29,0.0,5.44,120.86,0.0,1014.24,0.42
2022-01-06T04:00,20.29,96.86,0.0,4.94,120.86,2.86,1014.27,0.42
2022-01-06T05:00,20.19,96.43,0.0,5.41,121.0,5.86,1014.57,0.42
2022-01-06T06:00,20.29,95.86,0.0,6.16,117.71,3.71,1014.97,0.42
2022-01-06T07:00,21.07,94.29,0.03,7.44,129.43,2.14,1015.87,0.41
2022-01-06T08:00,22.51,85.86,0.1,11.2,61.43,1.86,1016.74,0.41
2022-01-06T09:00,24.0,77.71,0.14,13.13,55.71,3.71,1017.16,0.41
2022-01-06T10:00,24.71,74.86,0.23,14.29,56.71,19.0,1016.7,0.42
2022-01-06T11:00,25.87,69.71,0.23,15.06,57.29,23.43,1016.01,0.42
2022-01-06T12:00,26.26,67.29,0.06,15.09,63.43,18.0,1015.01,0.41
2022-01-06T13:00,26.6,64.43,0.0,15.8,64.29,15.29,1014.06,0.41
2022-01-06T14:00,26.83,63.0,0.0,17.43,63.0,28.0,1013.24,0.41
2022-01-06T15:00,25.83,67.14,0.03,17.29,68.86,68.0,1013.16,0.41
2022-01-06T16:00,25.14,70.0,0.0,15.84,74.29,29.57,1013.53,0.41
2022-01-06T17:00,24.11,75.57,0.0,11.96,86.29,13.71,1013.89,0.41
2022-01-06T18:00,22.84,82.86,0.0,10.29,98.0,20.29,1014.39,0.41
2022-01-06T19:00,22.14,88.0,0.0,9.69,111.14,20.0,1015.37,0.41
2022-01-06T20:00,21.64,90.57,0.0,9.19,113.86,18.71,1016.06,0.41
2022-01-06T21:00,21.19,92.86,0.0,8.89,114.14,11.14,1016.43,0.41
2022-01-06T22:00,20.84,94.0,0.0,7.79,113.57,1.71,1016.89,0.41
2022-01-06T23:00,20.51,95.14,0.0,7.34,114.14,0.0,1017.03,0.41
2022-01-07T00:00,20.29,95.86,0.0,6.94,117.0,0.14,1016.83,0.41
2022-01-07T01:00,20.14,96.0,0.0,6.74,118.0,0.0,1016.37,0.41
2022-01-07T02:00,20.01,96.0,0.0,6.81,118.14,1.0,1015.76,0.41
2022-01-07T03:00,19.93,95.86,0.0,6.31,115.14,11.86,1015.51,0.41
2022-01-07T04:00,19.79,96.14,0.0,6.1,122.29,34.57,1015.57,0.41
2022-01-07T05:00,19.79,96.0,0.0,6.69,121.57,75.71,1016.03,0.41
2022-01-07T06:00,20.0,95.0,0.0,6.71,117.57,60.71,1016.53,0.41
2022-01-07T07:00,20.99,90.57,0.0,7.03,105.0,0.43,1017.53,0.4
2022-01-07T08:00,22.47,81.86,0.0,9.04,74.71,2.43,1018.07,0.4
2022-01-07T09:00,23.87,72.71,0.0,11.5,68.43,21.43,1018.2,0.4
2022-01-07T10:00,24.99,65.0,0.0,12.94,63.86,14.71,1017.87,0.4
2022-01-07T11:00,26.01,60.14,0.0,15.91,61.57,3.29,1017.3,0.4
2022-01-07T12:00,26.56,58.57,0.0,15.0,65.14,2.0,1016.49,0.4
2022-01-07T13:00,26.97,57.0,0.0,14.6,68.29,0.0,1015.26,0.39
2022-01-07T14:00,26.97,54.86,0.0,14.63,69.14,0.0,1014.06,0.39
2022-01-07T15:00,26.57,55.43,0.0,15.11,66.57,0.14,1013.66,0.39
2022-01-07T16:00,25.66,58.0,0.0,13.7,68.71,2.29,1013.97,0.39
2022-01-07T17:00,24.26,64.0,0.0,9.94,76.86,0.71,1014.56,0.39
2022-01-07T18:00,22.41,70.86,0.0,9.11,96.71,2.71,1015.26,0.39
2022-01-07T19:00,21.31,78.57,0.0,7.06,104.43,1.0,1016.63,0.39
2022-01-07T20:00,20.59,82.71,0.0,6.76,114.43,0.0,1017.21,0.39
2022-01-07T21:00,19.97,86.57,0.0,7.2,127.29,0.0,1017.33,0.39
2022-01-07T22:00,19.5,89.14,0.0,6.61,134.0,0.0,1017.3,0.39
2022-01-07T23:00,19.17,90.86,0.0,6.63,134.43,0.0,1017.03,0.39
2022-01-08T00:00,18.94,91.0,0.0,6.51,136.0,0.14,1016.73,0.39
2022-01-08T01:00,18.83,91.71,0.0,6.99,134.29,0.14,1016.33,0.39
2022-01-08T02:00,18.61,93.57,0.0,7.06,131.29,0.71,1015.74,0.39
2022-01-08T03:00,18.67,93.29,0.0,6.51,127.43,0.14,1015.3,0.39
2022-01-08T04:00,18.67,93.86,0.0,6.14,124.14,0.0,1015.3,0.39
2022-01-08T05:00,18.6,94.86,0.0,5.84,137.71,0.0,1015.51,0.39
2022-01-08T06:00,18.89,94.29,0.0,4.19,157.43,0.0,1015.71,0.39
2022-01-08T07:00,19.3,93.0,0.0,5.2,149.14,0.0,1016.57,0.39
2022-01-08T08:00,21.39,84.57,0.0,4.6,138.0,0.0,1017.3,0.39
2022-01-08T09:00,23.11,78.14,0.0,4.64,95.0,0.0,1017.73,0.39
2022-01-08T10:00,24.83,72.0,0.04,6.61,54.86,0.0,1017.07,0.39
2022-01-08T11:00,25.49,69.71,0.04,9.19,64.71,0.0,1016.37,0.38
2022-01-08T12:00,26.33,66.57,0.04,10.53,60.14,1.43,1015.17,0.38
2022-01-08T13:00,27.23,61.86,0.04,11.21,59.71,15.71,1013.94,0.38
2022-01-08T14:00,27.33,61.14,0.01,11.71,69.43,13.0,1012.93,0.38
2022-01-08T15:00,26.7,63.71,0.07,13.9,69.43,24.71,1012.59,0.38
2022-01-08T16:00,25.63,69.43,0.11,13.63,68.43,15.43,1012.94,0.38
2022-01-08T17:00,24.34,76.86,0.01,10.74,69.43,11.0,1013.46,0.38
2022-01-08T18:00,23.1,83.14,0.03,9.61,82.71,13.86,1014.19,0.38
2022-01-08T19:00,22.39,87.0,0.06,8.13,81.43,28.71,1015.07,0.38
2022-01-08T20:00,22.23,88.43,0.06,7.56,81.29,7.57,1015.66,0.38
2022-01-08T21:00,21.8,91.0,0.06,7.06,88.0,9.29,1015.77,0.38
2022-01-08T22:00,21.57,92.86,0.03,7.73,90.57,12.29,1015.46,0.38
2022-01-08T23:00,21.39,93.86,0.04,7.8,90.71,11.71,1015.19,0.38
2022-01-09T00:00,21.31,93.43,0.09,7.57,101.0,9.43,1014.97,0.38
2022-01-09T01:00,21.16,94.86,0.07,7.1,109.14,5.71,1014.67,0.39
2022-01-09T02:00,20.74,97.0,0.06,5.87,114.86,7.0,1014.04,0.39
2022-01-09T03:00,20.84,97.14,0.09,5.47,109.71,3.14,1013.54,0.39
2022-01-09T04:00,20.84,96.71,0.17,5.0,105.29,3.14,1013.54,0.39
2022-01-09T05:00,20.69,97.14,0.14,5.27,108.71,13.14,1013.84,0.39
2022-01-09T06:00,20.74,96.43,0.13,5.17,104.29,35.71,1014.53,0.39
2022-01-09T07:00,21.63,93.14,0.07,4.97,74.0,40.71,1015.37,0.39
2022-01-09T08:00,22.76,89.0,0.06,4.46,72.14,88.71,1016.03,0.39
2022-01-09T09:00,23.61,85.14,0.04,7.6,58.0,7.14,1016.27,0.39
2022-01-09T10:00,24.54,79.57,0.23,11.14,57.14,29.71,1015.63,0.39
2022-01-09T11:00,24.53,81.0,1.46,13.16,68.57,43.29,1015.19,0.41
2022-01-09T12:00,25.19,75.14,0.66,15.0,61.14,34.43,1014.29,0.41
2022-01-09T13:00,24.83,80.86,0.9,14.46,77.43,36.0,1013.07,0.42
2022-01-09T14:00,25.46,75.0,0.13,16.11,67.0,13.43,1012.29,0.42
2022-01-09T15:00,24.64,77.57,0.43,16.03,73.14,27.71,1012.33,0.42
2022-01-09T16:00,24.19,80.57,0.43,15.97,74.0,23.71,1012.7,0.42
2022-01-09T17:00,23.26,84.0,0.06,14.09,80.0,11.43,1013.19,0.42
2022-01-09T18:00,22.29,88.14,0.06,11.7,84.71,16.71,1013.56,0.42
2022-01-09T19:00,21.89,91.71,0.09,10.21,79.43,19.86,1014.23,0.41
2022-01-09T20:00,21.71,92.43,0.06,9.9,73.0,15.43,1014.47,0.41
2022-01-09T21:00,21.67,91.86,0.09,8.6,78.43,13.57,1014.87,0.4
2022-01-09T22:00,21.36,93.14,0.09,7.84,81.14,11.14,1014.77,0.4
2022-01-09T23:00,21.21,93.57,0.03,7.43,84.43,21.29,1014.57,0.4
2022-01-10T00:00,21.2,93.71,0.06,7.17,84.14,51.0,1014.27,0.4
2022-01-10T01:00,21.27,93.14,0.06,6.97,90.0,16.57,1014.17,0.4
2022-01-10T02:00,20.97,94.14,0.06,6.86,92.29,72.71,1013.64,0.4
2022-01-10T03:00,20.93,94.29,0.06,7.23,95.0,65.43,1013.73,0.4
2022-01-10T04:00,20.91,94.43,0.03,7.06,101.0,4.57,1014.04,0.4
2022-01-10T05:00,20.5,96.0,0.03,6.64,104.86,1.14,1014.43,0.4
2022-01-10T06:00,20.41,96.43,0.03,6.56,103.29,0.86,1015.09,0.4
2022-01-10T07:00,21.14,93.43,0.03,8.4,99.14,15.14,1015.73,0.4
2022-01-10T08:00,22.37,85.86,0.21,12.37,72.0,13.57,1016.47,0.4
2022-01-10T09:00,23.64,78.14,0.27,13.2,75.29,11.29,1016.7,0.41
2022-01-10T10:00,24.81,73.14,0.3,14.19,80.43,18.14,1016.54,0.41
2022-01-10T11:00,25.79,68.57,0.17,13.56,81.57,12.43,1015.84,0.4
2022-01-10T12:00,26.36,67.0,0.07,12.96,84.86,3.71,1014.94,0.4
2022-01-10T13:00,26.24,67.0,0.03,13.03,86.57,1.29,1014.03,0.4
2022-01-10T14:00,26.41,66.29,0.01,13.63,81.29,5.71,1013.3,0.4
2022-01-10T15:00,26.23,67.0,0.01,13.19,77.86,5.57,1013.09,0.4
2022-01-10T16:00,25.49,70.0,0.0,13.89,75.29,13.71,1013.39,0.39
2022-01-10T17:00,24.26,74.43,0.0,11.84,83.0,13.0,1014.1,0.39
2022-01-10T18:00,22.89,80.0,0.0,10.5,99.0,7.43,1014.84,0.39
2022-01-10T19:00,21.71,87.0,0.0,9.0,106.43,3.57,1015.67,0.39
2022-01-10T20:00,21.04,91.43,0.0,8.41,110.14,0.43,1016.23,0.39
2022-01-10T21:00,20.41,95.0,0.0,5.59,119.14,0.0,1016.43,0.39
2022-01-10T22:00,19.89,96.86,0.0,3.87,138.71,0.0,1016.14,0.39
2022-01-10T23:00,19.69,97.14,0.0,3.8,149.0,0.0,1016.04,0.39
2022-01-11T00:00,19.34,98.14,0.0,4.01,135.14,0.0,1015.84,0.39
2022-01-11T01:00,19.26,98.14,0.0,4.3,132.29,0.0,1015.64,0.39
2022-01-11T02:00,19.56,97.57,0.0,3.79,127.71,0.0,1015.64,0.39
2022-01-11T03:00,19.06,98.71,0.0,3.6,120.43,0.0,1015.43,0.39
2022-01-11T04:00,18.99,98.86,0.0,4.23,129.86,0.0,1015.79,0.39
2022-01-11T05:00,18.9,99.43,0.0,4.33,120.86,0.0,1016.11,0.39
2022-01-11T06:00,19.1,99.29,0.0,3.4,110.57,0.0,1016.51,0.39
2022-01-11T07:00,19.67,97.57,0.0,3.41,141.0,0.0,1017.4,0.39
2022-01-11T08:00,21.49,90.86,0.09,3.99,94.43,1.14,1018.23,0.39
2022-01-11T09:00,23.41,79.29,0.17,8.4,63.43,4.0,1018.47,0.39
2022-01-11T10:00,24.76,71.71,0.3,12.51,66.57,21.86,1018.03,0.39
2022-01-11T11:00,25.56,67.29,0.23,14.96,70.86,25.0,1017.41,0.39
2022-01-11T12:00,26.4,63.43,0.17,16.64,72.29,21.29,1016.63,0.39
2022-01-11T13:00,26.31,62.14,0.03,17.87,69.57,12.57,1015.67,0.39
2022-01-11T14:00,26.11,61.29,0.0,18.04,69.29,8.0,1014.8,0.39
2022-01-11T15:00,25.7,63.14,0.0,18.09,70.57,7.0,1014.5,0.38
2022-01-11T16:00,24.6,67.14,0.03,18.01,73.43,4.14,1014.86,0.38
2022-01-11T17:00,23.37,73.57,0.0,14.47,78.29,2.0,1015.36,0.38
2022-01-11T18:00,21.91,80.86,0.0,12.27,85.57,7.71,1015.87,0.38
2022-01-11T19:00,21.09,86.86,0.03,10.47,86.43,11.71,1016.53,0.38
2022-01-11T20:00,20.79,88.43,0.06,9.86,83.0,6.71,1016.97,0.38
2022-01-11T21:00,20.46,90.43,0.03,8.73,83.86,7.86,1017.27,0.38
2022-01-11T22:00,20.06,92.71,0.03,7.56,87.86,1.29,1017.33,0.38
2022-01-11T23:00,19.79,94.43,0.06,6.39,101.29,4.14,1017.03,0.38
2022-01-12T00:00,19.8,94.0,0.03,6.4,108.0,7.71,1016.74,0.38
2022-01-12T01:00,19.71,94.57,0.03,6.51,113.57,9.0,1016.27,0.38
2022-01-12T02:00,19.63,95.14,0.03,6.21,122.71,10.29,1015.74,0.38
2022-01-12T03:00,19.54,95.71,0.04,6.56,122.71,11.57,1015.6,0.38
2022-01-12T04:00,19.84,94.86,0.01,5.81,109.71,11.14,1015.34,0.38
2022-01-12T05:00,20.01,94.14,0.03,5.74,111.43,6.29,1015.74,0.38
2022-01-12T06:00,19.99,94.43,0.03,6.19,94.29,5.0,1016.04,0.38
2022-01-12T07:00,20.4,93.43,0.06,8.83,99.57,1.86,1016.89,0.38
2022-01-12T08:00,21.39,87.29,0.3,13.24,71.57,7.0,1017.63,0.39
2022-01-12T09:00,22.97,78.71,0.21,14.57,71.57,14.14,1018.4,0.39
2022-01-12T10:00,24.04,73.71,0.19,15.23,71.14,23.0,1018.14,0.39
2022-01-12T11:00,24.86,68.57,0.16,15.33,69.0,27.43,1017.61,0.39
2022-01-12T12:00,25.23,66.86,0.07,15.17,66.43,23.43,1016.87,0.39
2022-01-12T13:00,25.74,64.14,0.03,15.17,69.0,23.86,1016.11,0.38
2022-01-12T14:00,25.73,64.0,0.06,16.0,66.86,17.14,1015.3,0.38
2022-01-12T15:00,25.57,63.71,0.09,16.56,65.14,7.14,1014.99,0.38
2022-01-12T16:00,24.79,67.14,0.03,16.1,68.71,4.43,1015.3,0.38
2022-01-12T17:00,23.57,73.0,0.0,13.24,72.86,1.29,1015.79,0.38
2022-01-12T18:00,22.01,81.0,0.0,11.46,84.0,0.14,1016.37,0.38
2022-01-12T19:00,21.36,86.14,0.0,9.43,99.0,0.86,1016.97,0.38
2022-01-12T20:00,20.86,89.86,0.03,8.63,105.57,0.71,1017.93,0.38
2022-01-12T21:00,20.33,93.14,0.03,6.81,112.43,0.0,1018.23,0.38
2022-01-12T22:00,19.9,95.0,0.03,5.6,110.14,0.0,1018.24,0.38
2022-01-12T23:00,19.74,95.57,0.06,5.21,107.86,0.0,1018.14,0.38
2022-01-13T00:00,19.69,96.0,0.06,4.83,102.29,0.0,1017.79,0.38
2022-01-13T01:00,19.97,94.29,0.03,4.86,98.57,0.0,1017.29,0.38
2022-01-13T02:00,19.41,95.43,0.03,5.81,113.14,0.14,1016.63,0.38
2022-01-13T03:00,19.67,94.86,0.03,5.91,104.0,1.29,1016.27,0.38
2022-01-13T04:00,19.14,95.71,0.03,6.29,106.86,0.0,1016.24,0.38
2022-01-13T05:00,18.96,96.14,0.03,6.37,98.43,2.57,1016.64,0.38
2022-01-13T06:00,19.23,95.29,0.03,6.56,81.43,3.71,1017.04,0.38
2022-01-13T07:00,20.11,93.71,0.06,7.46,81.29,12.43,1017.9,0.38
2022-01-13T08:00,21.73,85.43,0.24,11.91,64.14,20.14,1018.64,0.38
2022-01-13T09:00,23.06,77.0,0.07,16.13,63.0,21.14,1019.04,0.38
2022-01-13T10:00,24.04,71.29,0.2,18.03,61.0,31.0,1018.66,0.38
2022-01-13T11:00,25.27,63.86,0.17,20.23,63.29,13.14,1018.09,0.38
2022-01-13T12:00,25.71,60.71,0.06,21.21,69.14,15.0,1017.39,0.38
2022-01-13T13:00,25.97,59.43,0.0,19.89,70.0,8.43,1016.36,0.38
2022-01-13T14:00,25.99,57.71,0.0,18.94,68.86,6.0,1015.36,0.38
2022-01-13T15:00,25.31,59.14,0.0,20.2,65.86,5.14,1014.96,0.37
2022-01-13T16:00,24.27,62.29,0.0,18.71,64.86,0.14,1014.94,0.37
2022-01-13T17:00,23.07,68.57,0.0,14.84,71.86,0.0,1015.23,0.37
2022-01-13T18:00,21.64,76.29,0.0,12.13,82.71,0.0,1015.74,0.37
2022-01-13T19:00,20.3,80.71,0.0,7.53,94.57,0.0,1016.91,0.37
2022-01-13T20:00,19.66,85.57,0.0,5.37,100.57,0.57,1017.71,0.37
2022-01-13T21:00,19.39,87.29,0.0,5.27,86.0,1.86,1018.09,0.37
2022-01-13T22:00,19.16,88.14,0.03,5.37,84.14,1.57,1017.99,0.37
2022-01-13T23:00,19.11,88.29,0.0,5.56,69.57,0.71,1017.7,0.37
2022-01-14T00:00,18.66,89.0,0.0,5.9,83.14,0.0,1017.43,0.37
2022-01-14T01:00,18.7,88.71,0.0,4.61,114.0,0.0,1016.94,0.37
2022-01-14T02:00,18.37,91.14,0.0,3.14,149.43,0.0,1016.5,0.37
2022-01-14T03:00,18.0,92.14,0.0,2.79,180.71,3.29,1016.29,0.37
