Time,Temperature (°C),Humidity (%),Precipitations (mm),Wind_speeds (km/h),Wind_direction (°),Cloud_cover_mid (%),Pressure (hPa),Soil_moisture_0_7cm (m³/m³)
2022-04-07T08:00,23.26,77.0,0.03,13.31,48.57,6.0,1015.7,0.44
2022-04-07T09:00,24.63,70.29,0.0,12.47,49.0,1.14,1015.41,0.44
2022-04-07T10:00,26.13,61.57,0.0,17.2,44.71,0.0,1014.63,0.43
2022-04-07T11:00,26.4,63.0,0.03,17.2,52.71,0.0,1013.81,0.43
2022-04-07T12:00,26.99,61.0,0.0,15.94,51.57,0.14,1013.24,0.43
2022-04-07T13:00,27.01,57.86,0.0,15.1,55.0,0.0,1012.31,0.43
2022-04-07T14:00,26.99,57.29,0.0,15.14,59.86,0.0,1011.5,0.42
2022-04-07T15:00,26.6,57.86,0.0,15.61,60.0,0.0,1011.16,0.42
2022-04-07T16:00,25.91,59.86,0.0,16.01,59.14,0.0,1011.2,0.42
2022-04-07T17:00,24.57,65.57,0.0,14.06,66.57,0.0,1011.76,0.42
2022-04-07T18:00,22.96,71.14,0.0,11.31,81.57,0.0,1012.64,0.42
2022-04-07T19:00,22.44,71.57,0.0,10.76,83.86,0.0,1014.07,0.42
2022-04-07T20:00,21.63,75.71,0.0,9.71,91.71,0.0,1014.63,0.42
2022-04-07T21:00,20.91,79.43,0.0,7.9,99.71,0.0,1015.2,0.42
2022-04-07T22:00,20.39,81.86,0.0,6.71,106.14,0.0,1015.43,0.42
2022-04-07T23:00,20.23,81.57,0.0,6.93,106.0,0.0,1015.33,0.42
2022-04-08T00:00,19.9,83.0,0.0,6.23,102.71,0.0,1014.63,0.42
2022-04-08T01:00,19.77,83.71,0.0,5.93,100.71,0.0,1013.93,0.42
2022-04-08T02:00,19.53,84.29,0.0,6.73,112.14,0.0,1013.43,0.42
2022-04-08T03:00,19.4,84.86,0.0,6.51,106.0,0.0,1013.03,0.42
2022-04-08T04:00,19.1,86.57,0.0,5.84,102.29,0.0,1013.11,0.42
2022-04-08T05:00,18.99,87.29,0.0,4.74,146.86,0.0,1013.24,0.42
2022-04-08T06:00,18.91,89.0,0.0,4.33,157.29,0.0,1013.54,0.42
2022-04-08T07:00,20.96,80.14,0.0,4.07,133.57,0.0,1014.39,0.42
2022-04-08T08:00,22.86,73.14,0.0,8.01,52.86,0.0,1015.13,0.42
2022-04-08T09:00,24.5,64.86,0.03,16.76,40.57,0.0,1015.07,0.42
2022-04-08T10:00,25.31,61.71,0.0,15.61,52.14,0.0,1014.53,0.42
2022-04-08T11:00,26.23,59.29,0.0,15.56,56.57,0.0,1013.71,0.41
2022-04-08T12:00,27.29,55.29,0.0,15.31,55.71,0.43,1012.54,0.41
2022-04-08T13:00,27.77,53.57,0.0,14.96,52.71,0.0,1011.19,0.41
2022-04-08T14:00,28.1,52.57,0.0,13.63,55.43,0.0,1010.43,0.4
2022-04-08T15:00,27.93,52.43,0.0,13.29,49.71,0.0,1009.97,0.4
2022-04-08T16:00,27.33,55.57,0.0,13.27,44.43,0.0,1009.81,0.4
2022-04-08T17:00,25.91,62.29,0.0,11.97,58.57,0.14,1010.4,0.4
2022-04-08T18:00,24.04,67.86,0.0,11.63,77.0,0.14,1011.1,0.4
2022-04-08T19:00,23.03,72.43,0.0,11.87,94.43,1.57,1011.99,0.4
2022-04-08T20:00,22.07,77.57,0.0,10.69,107.14,0.29,1012.5,0.4
2022-04-08T21:00,21.37,82.43,0.0,9.67,120.0,0.0,1013.17,0.4
2022-04-08T22:00,20.83,85.86,0.0,8.46,124.43,0.0,1013.91,0.4
2022-04-08T23:00,20.43,88.43,0.0,8.03,125.57,0.0,1013.76,0.4
2022-04-09T00:00,20.04,90.57,0.0,6.91,126.71,0.0,1013.23,0.4
2022-04-09T01:00,19.56,92.71,0.0,5.91,124.14,0.0,1012.44,0.4
2022-04-09T02:00,19.44,93.29,0.0,5.76,138.14,0.0,1012.03,0.4
2022-04-09T03:00,19.27,93.57,0.0,6.19,135.43,0.0,1011.73,0.4
2022-04-09T04:00,19.04,94.57,0.0,5.57,142.14,0.0,1011.64,0.4
2022-04-09T05:00,18.81,95.14,0.0,5.54,153.71,0.0,1011.79,0.4
2022-04-09T06:00,19.14,94.86,0.0,4.49,138.0,0.0,1012.3,0.4
2022-04-09T07:00,20.99,88.43,0.0,4.56,142.14,0.0,1013.3,0.4
2022-04-09T08:00,22.79,79.14,0.0,4.37,88.43,0.0,1013.91,0.4
2022-04-09T09:00,24.44,70.43,0.0,6.4,73.43,0.0,1013.71,0.4
2022-04-09T10:00,26.03,64.14,0.0,7.87,73.43,0.0,1012.76,0.39
2022-04-09T11:00,27.36,58.57,0.0,7.7,73.43,0.0,1011.93,0.39
2022-04-09T12:00,28.36,56.29,0.0,8.9,81.29,0.0,1010.69,0.39
2022-04-09T13:00,29.07,54.71,0.0,9.19,85.57,0.14,1009.57,0.38
2022-04-09T14:00,29.34,52.86,0.0,9.43,84.57,11.86,1008.67,0.38
2022-04-09T15:00,28.61,54.71,0.0,12.61,89.0,39.43,1008.26,0.38
2022-04-09T16:00,27.17,61.43,0.0,17.33,100.71,3.86,1008.37,0.38
2022-04-09T17:00,25.04,70.14,0.0,18.14,99.86,3.14,1009.0,0.38
2022-04-09T18:00,23.6,73.14,0.0,12.4,102.0,1.14,1010.03,0.38
2022-04-09T19:00,23.13,72.71,0.0,11.24,101.0,5.0,1010.8,0.37
2022-04-09T20:00,22.19,76.14,0.0,10.5,111.57,3.71,1011.29,0.37
2022-04-09T21:00,21.41,80.86,0.0,10.83,120.14,1.29,1011.91,0.37
2022-04-09T22:00,20.74,84.43,0.0,7.67,134.0,0.14,1012.47,0.37
2022-04-09T23:00,20.3,87.14,0.0,7.4,140.57,0.0,1012.23,0.37
2022-04-10T00:00,19.83,90.43,0.0,5.83,134.43,0.0,1011.56,0.37
2022-04-10T01:00,19.44,92.71,0.0,5.13,138.57,0.0,1011.03,0.37
2022-04-10T02:00,19.24,93.86,0.0,4.74,121.0,0.0,1010.4,0.37
2022-04-10T03:00,18.89,95.57,0.0,4.47,138.0,0.0,1010.09,0.37
2022-04-10T04:00,18.61,97.29,0.0,4.47,144.14,0.0,1010.4,0.38
2022-04-10T05:00,18.37,97.57,0.0,4.71,151.57,0.0,1010.89,0.38
2022-04-10T06:00,18.67,97.86,0.0,3.71,149.43,0.0,1011.46,0.38
2022-04-10T07:00,20.96,90.71,0.0,3.29,142.71,0.0,1012.31,0.38
2022-04-10T08:00,23.03,81.86,0.0,3.23,165.29,0.0,1012.89,0.38
2022-04-10T09:00,25.01,73.57,0.0,2.37,185.0,0.0,1012.97,0.37
2022-04-10T10:00,26.41,69.14,0.0,2.04,149.29,0.0,1012.13,0.37
2022-04-10T11:00,27.93,63.29,0.0,2.84,116.0,0.0,1011.36,0.37
2022-04-10T12:00,29.19,58.29,0.0,4.96,104.43,3.71,1010.14,0.37
2022-04-10T13:00,29.94,55.0,0.0,6.77,86.29,7.29,1008.64,0.36
2022-04-10T14:00,30.2,53.86,0.01,7.54,79.29,13.43,1007.57,0.36
2022-04-10T15:00,29.8,56.29,0.04,10.71,82.57,11.71,1007.23,0.36
2022-04-10T16:00,28.5,62.86,0.06,14.4,89.0,7.86,1007.23,0.36
2022-04-10T17:00,26.23,75.71,0.0,16.33,98.57,5.43,1008.07,0.36
2022-04-10T18:00,24.57,81.43,0.0,15.39,99.29,9.29,1009.01,0.36
2022-04-10T19:00,23.39,85.71,0.0,13.9,100.86,7.14,1010.16,0.36
2022-04-10T20:00,22.61,89.86,0.0,12.66,110.71,4.14,1011.14,0.36
2022-04-10T21:00,22.06,93.57,0.0,12.0,115.14,1.29,1012.21,0.36
2022-04-10T22:00,21.71,95.71,0.0,9.97,119.0,0.43,1012.87,0.36
2022-04-10T23:00,21.44,97.29,0.0,6.74,126.0,0.14,1012.53,0.36
2022-04-11T00:00,21.24,98.29,0.0,5.29,130.57,0.0,1011.84,0.36
2022-04-11T01:00,20.87,99.0,0.0,3.37,144.29,0.0,1011.03,0.36
2022-04-11T02:00,20.73,99.71,0.0,3.03,170.57,0.0,1010.39,0.36
2022-04-11T03:00,20.79,99.43,0.0,1.96,228.29,0.0,1010.14,0.36
2022-04-11T04:00,20.71,99.14,0.0,2.37,258.57,0.0,1010.2,0.36
2022-04-11T05:00,20.53,99.14,0.0,2.63,238.14,0.0,1010.61,0.36
2022-04-11T06:00,20.67,98.71,0.0,1.86,219.71,0.0,1011.2,0.36
2022-04-11T07:00,22.03,92.71,0.0,2.9,167.86,0.0,1012.19,0.36
2022-04-11T08:00,24.06,81.43,0.0,2.7,86.14,0.0,1012.54,0.36
2022-04-11T09:00,25.81,74.29,0.0,1.93,116.14,0.0,1012.37,0.36
2022-04-11T10:00,27.47,66.14,0.0,2.8,115.43,0.14,1011.9,0.35
2022-04-11T11:00,28.94,58.71,0.0,3.93,114.86,6.14,1010.94,0.35
2022-04-11T12:00,30.09,53.86,0.0,4.54,113.0,8.14,1009.54,0.35
2022-04-11T13:00,30.6,52.71,0.0,4.63,102.0,10.14,1007.9,0.35
2022-04-11T14:00,30.91,51.86,0.0,5.97,96.29,12.43,1006.7,0.34
2022-04-11T15:00,30.86,51.71,0.0,6.81,116.0,9.71,1006.04,0.34
2022-04-11T16:00,30.21,55.71,0.0,8.44,120.43,21.14,1006.0,0.34
2022-04-11T17:00,27.57,69.0,0.0,14.74,103.14,14.86,1006.8,0.34
2022-04-11T18:00,25.39,78.0,0.0,13.94,103.14,7.57,1007.7,0.34
2022-04-11T19:00,24.16,83.0,0.0,14.1,100.43,3.86,1008.83,0.34
2022-04-11T20:00,23.29,87.29,0.0,12.01,103.86,1.71,1009.7,0.34
2022-04-11T21:00,22.73,92.43,0.0,10.34,108.0,1.0,1010.6,0.34
2022-04-11T22:00,22.4,95.14,0.0,8.8,98.43,1.0,1011.23,0.34
2022-04-11T23:00,22.31,95.86,0.0,7.53,88.86,0.86,1011.34,0.34
2022-04-12T00:00,22.26,96.14,0.0,6.44,91.86,0.14,1011.04,0.34
2022-04-12T01:00,21.99,96.86,0.0,4.19,103.71,0.0,1010.43,0.34
2022-04-12T02:00,21.76,97.86,0.0,3.41,105.57,0.0,1009.74,0.34
2022-04-12T03:00,21.47,98.57,0.0,3.49,97.57,0.0,1009.23,0.34
2022-04-12T04:00,21.3,98.86,0.0,2.49,111.43,0.0,1009.24,0.34
2022-04-12T05:00,21.5,98.0,0.0,1.73,175.86,0.0,1009.7,0.34
2022-04-12T06:00,21.97,95.14,0.0,2.5,276.43,0.0,1010.24,0.34
2022-04-12T07:00,23.01,90.43,0.0,1.46,161.0,0.71,1011.03,0.34
2022-04-12T08:00,24.97,79.71,0.0,1.94,183.86,0.0,1011.3,0.34
2022-04-12T09:00,26.77,71.86,0.0,3.26,243.43,0.86,1011.0,0.34
2022-04-12T10:00,28.61,64.0,0.03,4.41,297.86,2.57,1010.37,0.33
2022-04-12T11:00,29.96,59.29,0.07,6.17,305.29,10.86,1009.63,0.33
2022-04-12T12:00,30.71,56.71,0.14,7.7,305.43,15.86,1008.41,0.33
2022-04-12T13:00,31.46,55.43,0.03,6.79,307.29,11.0,1006.84,0.33
2022-04-12T14:00,32.26,52.43,0.0,5.14,286.29,8.14,1005.26,0.33
2022-04-12T15:00,32.4,50.71,0.0,5.9,213.0,10.43,1004.64,0.32
2022-04-12T16:00,31.77,52.71,0.09,4.44,197.71,44.86,1004.29,0.32
2022-04-12T17:00,29.56,64.43,0.1,9.0,115.0,61.57,1005.11,0.32
2022-04-12T18:00,26.69,79.71,0.07,12.0,75.86,52.43,1006.39,0.32
2022-04-12T19:00,24.76,84.14,0.06,9.36,203.14,44.0,1007.73,0.34
2022-04-12T20:00,24.59,86.57,0.06,4.64,134.43,20.43,1008.14,0.34
2022-04-12T21:00,23.97,91.29,0.0,3.09,151.86,2.43,1008.7,0.34
2022-04-12T22:00,23.37,95.0,0.0,3.66,173.86,0.57,1009.19,0.35
2022-04-12T23:00,23.31,93.86,0.0,1.63,212.14,2.14,1008.86,0.35
2022-04-13T00:00,22.77,96.57,0.0,2.34,195.29,4.29,1008.57,0.35
2022-04-13T01:00,22.59,98.0,0.0,2.99,163.29,5.86,1007.76,0.35
2022-04-13T02:00,22.37,98.0,0.0,3.1,216.86,1.43,1006.91,0.35
2022-04-13T03:00,21.97,98.57,0.0,3.94,236.29,2.29,1006.46,0.35
2022-04-13T04:00,21.9,98.14,0.0,4.41,255.43,0.43,1006.69,0.35
2022-04-13T05:00,21.74,97.86,0.0,4.34,265.0,0.0,1007.27,0.35
2022-04-13T06:00,22.04,96.0,0.0,4.79,258.0,0.0,1007.81,0.35
2022-04-13T07:00,24.16,89.0,0.0,4.77,235.57,0.0,1008.59,0.34
2022-04-13T08:00,26.69,78.86,0.0,4.53,235.71,0.0,1009.2,0.34
2022-04-13T09:00,28.89,69.57,0.0,4.79,240.14,0.0,1009.1,0.34
2022-04-13T10:00,30.71,62.14,0.0,5.31,236.71,0.71,1008.49,0.34
2022-04-13T11:00,31.97,58.71,0.0,5.76,245.71,4.86,1007.97,0.33
2022-04-13T12:00,32.89,56.71,0.0,4.91,257.86,8.71,1006.73,0.33
2022-04-13T13:00,33.7,53.14,0.0,4.27,261.57,9.0,1005.17,0.33
2022-04-13T14:00,33.74,50.57,0.0,4.33,224.14,20.71,1003.89,0.33
2022-04-13T15:00,33.3,50.71,0.03,3.4,53.57,22.86,1003.2,0.33
2022-04-13T16:00,29.63,63.86,0.77,14.06,118.29,26.71,1004.13,0.33
2022-04-13T17:00,28.17,71.86,0.53,5.97,115.71,37.43,1005.01,0.34
2022-04-13T18:00,24.51,88.29,3.93,6.03,192.57,42.29,1006.24,0.39
2022-04-13T19:00,26.9,79.86,0.11,4.77,143.0,19.14,1006.24,0.33
2022-04-13T20:00,25.94,86.0,0.0,3.77,144.43,19.86,1007.26,0.33
2022-04-13T21:00,24.07,90.14,1.74,16.06,206.71,41.0,1008.9,0.35
2022-04-13T22:00,23.57,86.0,0.73,6.6,135.57,17.86,1008.67,0.35
2022-04-13T23:00,23.4,89.29,0.03,3.16,122.14,15.86,1008.81,0.35
2022-04-14T00:00,23.07,91.71,0.06,8.81,238.14,58.43,1008.59,0.35
2022-04-14T01:00,23.13,91.71,0.04,3.26,302.0,32.71,1007.39,0.35
2022-04-14T02:00,22.86,93.0,0.03,5.83,296.57,41.14,1007.1,0.35
2022-04-14T03:00,22.86,92.57,0.0,5.79,220.0,35.57,1006.34,0.35
2022-04-14T04:00,22.74,92.57,0.0,6.51,227.57,12.86,1006.59,0.35
2022-04-14T05:00,22.7,93.43,0.0,5.01,266.29,16.0,1007.36,0.35
2022-04-14T06:00,22.91,92.71,0.0,5.39,265.57,17.57,1008.1,0.35
2022-04-14T07:00,24.59,85.57,0.0,4.86,220.14,52.43,1009.51,0.35
2022-04-14T08:00,26.01,80.0,0.0,3.19,238.86,48.14,1010.34,0.35
2022-04-14T09:00,27.39,74.71,0.0,4.8,279.71,37.0,1010.1,0.35
2022-04-14T10:00,28.37,70.0,0.0,5.53,287.71,35.86,1009.77,0.34
2022-04-14T11:00,30.11,63.57,0.03,5.17,249.43,34.43,1009.19,0.34
2022-04-14T12:00,31.09,59.43,0.03,4.36,263.0,30.0,1008.03,0.34
2022-04-14T13:00,31.86,56.14,0.0,3.27,269.57,7.0,1006.57,0.34
2022-04-14T14:00,31.93,56.71,0.24,5.29,230.14,14.43,1005.6,0.34
2022-04-14T15:00,30.2,65.29,0.99,7.51,270.29,29.43,1005.2,0.35
2022-04-14T16:00,29.83,67.71,0.83,5.26,161.57,16.86,1005.17,0.35
2022-04-14T17:00,28.99,72.0,1.0,8.21,154.14,28.57,1005.96,0.36
2022-04-14T18:00,27.57,81.57,0.01,3.46,146.14,19.71,1006.6,0.36
2022-04-14T19:00,25.73,79.29,0.0,8.03,244.71,3.71,1007.47,0.33
2022-04-14T20:00,25.21,84.43,0.09,2.3,119.71,5.86,1008.46,0.33
2022-04-14T21:00,24.89,84.57,0.0,2.24,217.29,18.86,1008.97,0.33
2022-04-14T22:00,24.39,88.86,0.09,3.57,184.86,24.14,1009.49,0.33
2022-04-14T23:00,24.31,89.29,0.09,5.07,139.71,19.29,1009.47,0.33
2022-04-15T00:00,24.06,93.0,0.0,4.17,137.0,9.0,1008.99,0.33
2022-04-15T01:00,23.66,96.43,0.0,4.53,126.0,17.43,1008.56,0.33
2022-04-15T02:00,23.49,97.86,0.0,3.1,131.29,27.71,1008.19,0.33
2022-04-15T03:00,23.51,97.43,0.79,5.13,165.71,43.14,1007.74,0.34
2022-04-15T04:00,23.41,97.14,0.0,3.37,173.86,49.43,1008.0,0.34
2022-04-15T05:00,23.33,97.57,0.01,3.46,281.71,60.14,1008.76,0.34
2022-04-15T06:00,23.31,97.71,0.01,1.83,203.29,44.71,1009.11,0.34
2022-04-15T07:00,24.64,90.14,0.06,2.39,199.29,4.57,1009.74,0.35
2022-04-15T08:00,26.61,80.0,0.0,1.69,81.86,0.57,1010.6,0.35
2022-04-15T09:00,28.0,75.0,0.0,3.14,77.71,1.86,1010.79,0.35
2022-04-15T10:00,29.13,71.43,0.0,4.19,82.57,1.71,1010.49,0.34
2022-04-15T11:00,30.46,66.86,0.0,5.66,87.86,8.0,1009.84,0.34
2022-04-15T12:00,31.2,62.86,0.0,6.77,91.71,14.29,1008.73,0.34
2022-04-15T13:00,30.69,62.43,0.19,10.31,108.71,34.57,1007.51,0.34
2022-04-15T14:00,29.6,68.71,0.9,12.71,104.57,49.71,1007.1,0.34
2022-04-15T15:00,27.89,73.43,1.29,8.66,106.29,62.71,1006.59,0.36
2022-04-15T16:00,27.87,76.0,0.3,10.24,79.71,31.57,1006.1,0.36
2022-04-15T17:00,26.93,80.0,0.11,9.39,77.29,24.14,1006.93,0.36
2022-04-15T18:00,25.86,86.0,0.0,8.57,102.43,11.86,1007.49,0.36
2022-04-15T19:00,25.26,88.43,0.0,6.96,127.14,20.43,1008.46,0.36
2022-04-15T20:00,24.76,91.14,0.09,7.36,161.14,23.29,1009.44,0.36
2022-04-15T21:00,24.39,91.0,1.16,3.71,139.0,19.29,1010.1,0.37
2022-04-15T22:00,23.87,94.86,0.0,3.03,167.43,20.43,1010.56,0.37
2022-04-15T23:00,23.77,96.0,0.0,2.24,153.29,17.14,1010.07,0.37
2022-04-16T00:00,23.5,97.43,0.0,2.5,171.14,13.0,1009.76,0.37
2022-04-16T01:00,23.7,95.86,0.0,3.47,147.43,36.0,1008.93,0.37
2022-04-16T02:00,23.7,95.43,0.0,3.33,149.86,28.86,1008.29,0.37
2022-04-16T03:00,23.64,96.0,0.0,3.66,147.86,16.14,1007.96,0.37
2022-04-16T04:00,23.74,95.43,0.0,3.1,158.71,16.86,1008.16,0.37
2022-04-16T05:00,23.4,98.14,0.0,2.4,144.86,12.29,1008.53,0.37
2022-04-16T06:00,23.67,96.29,0.0,2.81,121.29,13.14,1009.17,0.37
2022-04-16T07:00,24.56,92.29,0.01,6.54,82.43,17.43,1009.89,0.35
2022-04-16T08:00,26.39,82.86,0.1,4.24,85.57,8.57,1010.7,0.36
2022-04-16T09:00,27.81,77.0,0.0,4.29,85.14,9.57,1011.04,0.35
2022-04-16T10:00,29.09,70.57,0.0,6.37,91.0,15.57,1010.57,0.35
2022-04-16T11:00,30.24,64.43,0.0,7.47,86.43,19.86,1010.04,0.35
2022-04-16T12:00,29.96,63.43,0.03,9.5,90.57,24.71,1009.1,0.35
2022-04-16T13:00,27.64,73.0,0.83,14.76,100.57,70.0,1008.53,0.35
2022-04-16T14:00,28.26,73.29,0.1,12.19,103.14,20.71,1007.36,0.35
2022-04-16T15:00,28.19,71.57,0.2,14.14,93.71,36.57,1007.06,0.35
2022-04-16T16:00,27.29,76.57,0.17,12.09,101.57,28.29,1006.97,0.35
2022-04-16T17:00,26.54,78.43,0.23,10.24,89.86,25.43,1007.21,0.36
2022-04-16T18:00,25.71,82.57,0.31,6.36,109.57,24.29,1008.03,0.36
2022-04-16T19:00,24.91,88.71,0.27,7.49,96.43,20.29,1008.84,0.39
2022-04-16T20:00,24.56,91.29,0.0,8.37,93.43,18.57,1009.69,0.39
2022-04-16T21:00,24.03,94.14,0.0,6.69,83.43,20.57,1010.77,0.38
2022-04-16T22:00,23.96,94.43,0.0,7.04,81.57,13.0,1011.56,0.38
2022-04-16T23:00,23.61,96.0,0.0,5.41,70.86,7.86,1011.54,0.38
2022-04-17T00:00,23.46,96.57,0.0,4.77,82.0,10.0,1011.07,0.38
2022-04-17T01:00,23.11,97.86,0.0,4.5,90.57,16.0,1010.24,0.38
2022-04-17T02:00,22.74,98.29,0.0,3.53,96.43,11.43,1009.37,0.38
2022-04-17T03:00,22.46,98.71,0.0,3.57,97.0,3.14,1009.04,0.38
2022-04-17T04:00,22.29,99.14,0.0,3.97,97.14,0.43,1009.24,0.38
2022-04-17T05:00,22.3,99.14,0.0,5.09,95.29,0.0,1009.63,0.38
2022-04-17T06:00,22.67,96.29,0.0,6.76,88.57,0.0,1010.23,0.38
2022-04-17T07:00,23.6,92.86,0.0,7.26,84.43,0.0,1011.24,0.38
2022-04-17T08:00,25.74,80.29,0.06,8.96,81.29,0.14,1011.97,0.38
2022-04-17T09:00,27.26,72.43,0.11,10.43,85.29,3.0,1012.2,0.38
2022-04-17T10:00,28.46,68.0,0.17,12.06,84.57,12.14,1011.76,0.38
2022-04-17T11:00,29.31,66.43,0.23,14.59,83.0,25.43,1011.46,0.37
2022-04-17T12:00,29.27,67.29,0.21,16.1,89.0,36.71,1010.96,0.37
2022-04-17T13:00,29.49,65.43,0.26,17.0,87.29,43.29,1010.09,0.37
2022-04-17T14:00,29.07,66.43,0.26,18.19,89.14,27.57,1009.09,0.37
2022-04-17T15:00,28.7,67.29,0.06,19.69,87.29,10.57,1008.21,0.37
2022-04-17T16:00,27.66,70.29,0.04,19.11,88.71,13.86,1008.07,0.37
2022-04-17T17:00,26.63,74.57,0.0,17.17,88.29,12.14,1008.47,0.37
2022-04-17T18:00,25.46,81.0,0.0,13.31,91.57,10.86,1009.61,0.37
2022-04-17T19:00,24.64,87.0,0.0,10.66,98.29,11.29,1010.41,0.37
2022-04-17T20:00,24.17,90.29,0.0,8.34,105.86,10.14,1011.47,0.37
2022-04-17T21:00,23.64,92.71,0.0,7.77,108.86,3.29,1012.17,0.37
2022-04-17T22:00,23.17,95.14,0.0,6.63,107.86,0.86,1012.63,0.37
2022-04-17T23:00,22.81,96.14,0.0,5.56,106.86,0.0,1012.77,0.37
2022-04-18T00:00,22.27,97.29,0.03,4.06,111.29,0.0,1012.44,0.37
2022-04-18T01:00,22.16,97.14,0.06,4.91,98.0,0.0,1012.09,0.37
2022-04-18T02:00,22.23,97.29,0.06,5.86,91.0,0.0,1011.54,0.37
2022-04-18T03:00,22.44,96.57,0.09,5.63,76.14,1.57,1011.53,0.37
2022-04-18T04:00,22.36,96.29,0.09,5.9,95.0,3.43,1011.46,0.37
2022-04-18T05:00,21.99,97.0,0.06,6.26,108.57,4.29,1011.94,0.37
2022-04-18T06:00,22.33,96.29,0.03,5.07,108.14,4.0,1012.63,0.37
2022-04-18T07:00,23.49,89.0,0.09,7.64,59.14,9.29,1013.43,0.37
2022-04-18T08:00,25.24,78.71,0.03,8.73,64.43,8.29,1014.16,0.37
2022-04-18T09:00,26.99,68.57,0.0,10.54,65.86,6.86,1014.2,0.37
2022-04-18T10:00,28.46,60.14,0.04,13.7,64.43,6.43,1013.94,0.37
2022-04-18T11:00,29.5,56.29,0.09,14.7,65.86,12.29,1013.33,0.36
2022-04-18T12:00,29.97,53.71,0.13,17.8,70.71,15.43,1012.33,0.36
2022-04-18T13:00,29.56,55.71,0.17,18.4,69.43,17.43,1011.53,0.36
2022-04-18T14:00,29.71,55.0,0.17,17.16,73.43,8.57,1010.74,0.36
2022-04-18T15:00,29.23,56.57,0.01,17.8,74.71,4.86,1010.07,0.36
2022-04-18T16:00,28.43,60.0,0.0,17.14,75.43,3.0,1009.83,0.35
2022-04-18T17:00,27.1,65.57,0.0,15.59,77.86,1.86,1010.03,0.35
2022-04-18T18:00,25.49,75.0,0.0,11.93,85.43,2.14,1010.7,0.35
2022-04-18T19:00,24.6,82.0,0.0,10.37,97.43,1.71,1011.79,0.36
2022-04-18T20:00,23.96,85.86,0.0,8.57,101.57,0.71,1012.71,0.36
2022-04-18T21:00,23.41,88.57,0.0,7.99,102.57,0.0,1013.24,0.36
2022-04-18T22:00,23.11,90.57,0.0,6.81,105.86,0.14,1013.76,0.35
2022-04-18T23:00,22.79,92.29,0.0,5.81,109.71,0.86,1014.07,0.35
2022-04-19T00:00,22.53,93.43,0.0,5.81,108.43,8.86,1013.87,0.35
2022-04-19T01:00,22.34,94.43,0.0,5.96,103.86,10.14,1013.49,0.35
2022-04-19T02:00,22.06,95.29,0.0,5.79,103.57,0.86,1012.97,0.35
2022-04-19T03:00,21.94,95.86,0.03,6.17,111.86,0.86,1012.37,0.35
2022-04-19T04:00,21.99,95.43,0.0,6.84,121.43,0.86,1012.21,0.35
2022-04-19T05:00,21.74,96.57,0.0,6.57,119.57,0.14,1012.47,0.35
2022-04-19T06:00,22.11,94.71,0.0,7.16,113.71,1.14,1012.93,0.35
2022-04-19T07:00,23.64,85.14,0.03,8.53,65.0,10.0,1014.03,0.35
2022-04-19T08:00,25.64,72.86,0.13,13.53,48.29,8.71,1014.27,0.35
2022-04-19T09:00,26.91,67.0,0.06,15.13,54.43,7.29,1014.8,0.35
2022-04-19T10:00,28.46,60.86,0.23,16.07,61.86,14.86,1014.49,0.35
2022-04-19T11:00,29.44,56.71,0.19,17.67,69.14,12.86,1014.07,0.35
2022-04-19T12:00,29.96,55.43,0.19,17.73,74.29,17.0,1013.26,0.35
2022-04-19T13:00,29.89,55.71,0.2,19.54,74.86,15.71,1011.99,0.35
2022-04-19T14:00,29.01,59.86,0.63,20.91,73.57,43.0,1011.19,0.35
2022-04-19T15:00,27.99,65.29,0.26,19.4,70.0,19.86,1010.83,0.35
2022-04-19T16:00,27.66,66.57,0.2,20.19,71.57,14.29,1010.41,0.35
2022-04-19T17:00,26.3,73.57,0.06,17.54,78.57,13.0,1010.56,0.35
2022-04-19T18:00,25.14,79.43,0.0,13.59,88.0,13.57,1011.03,0.35
2022-04-19T19:00,24.39,82.57,0.0,11.49,96.14,5.57,1012.5,0.35
2022-04-19T20:00,23.87,86.14,0.0,8.76,103.57,1.0,1013.19,0.35
2022-04-19T21:00,23.36,88.86,0.0,8.84,113.57,0.43,1013.61,0.35
2022-04-19T22:00,23.06,90.71,0.0,8.9,113.0,1.29,1013.87,0.35
2022-04-19T23:00,22.8,91.43,0.0,7.14,110.86,10.43,1013.97,0.35
2022-04-20T00:00,22.6,92.29,0.0,6.93,113.43,16.14,1013.67,0.35
2022-04-20T01:00,22.6,92.29,0.0,5.77,116.29,11.86,1012.71,0.35
2022-04-20T02:00,22.61,91.86,0.0,5.79,111.29,20.14,1011.97,0.35
2022-04-20T03:00,22.64,90.86,0.0,5.16,107.57,40.57,1011.67,0.35
2022-04-20T04:00,22.67,91.14,0.0,4.77,109.29,16.14,1011.47,0.35
2022-04-20T05:00,22.46,92.0,0.0,4.77,110.71,19.14,1011.76,0.35
2022-04-20T06:00,22.81,90.29,0.0,5.13,124.29,87.86,1012.27,0.35
2022-04-20T07:00,23.9,83.14,0.0,7.36,88.86,46.29,1013.11,0.34
2022-04-20T08:00,24.97,77.57,0.06,12.77,55.57,42.0,1013.54,0.34
2022-04-20T09:00,25.86,74.86,0.09,13.79,58.71,45.86,1013.94,0.34
2022-04-20T10:00,27.03,70.43,0.29,14.03,65.14,78.29,1013.43,0.35
2022-04-20T11:00,27.96,69.29,0.26,12.33,73.43,38.14,1013.06,0.35
