ten_ho,ngay,gio,H_tl,H_dbt,H_c,Q_ve,Sigma_Qx,Q_xt,Q_xm,N_cxs,N_cxm
Sông Tranh 2,2024-03-20,20:00,172.36,175.0,140.0,29.5,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-20,21:00,172.34,175.0,140.0,29.62,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-20,22:00,172.32,175.0,140.0,29.5,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-20,23:00,172.3,175.0,140.0,10.7,63.6,6.0,57.6,0.0,0.0
Sông Tranh 2,2024-03-21,00:00,172.3,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,01:00,172.31,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,02:00,172.33,175.0,140.0,119.88,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,03:00,172.35,175.0,140.0,119.6,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,04:00,172.37,175.0,140.0,119.88,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,05:00,172.39,175.0,140.0,119.88,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,06:00,172.39,175.0,140.0,94.0,94.0,6.0,88.0,0.0,0.0
Sông Tranh 2,2024-03-21,07:00,172.39,175.0,140.0,102.0,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,08:00,172.39,175.0,140.0,102.0,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,09:00,172.41,175.0,140.0,126.01,12.4,6.0,6.4,0.0,0.0
Sông Tranh 2,2024-03-21,10:00,172.43,175.0,140.0,119.89,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,11:00,172.45,175.0,140.0,119.61,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,12:00,172.46,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,13:00,172.47,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,14:00,172.48,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,15:00,172.49,175.0,140.0,62.67,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-21,16:00,172.49,175.0,140.0,30.0,30.0,6.0,24.0,0.0,0.0
Sông Tranh 2,2024-03-21,17:00,172.48,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,18:00,172.47,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,19:00,172.46,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,20:00,172.45,175.0,140.0,34.13,90.8,6.0,84.8,0.0,0.0
Sông Tranh 2,2024-03-21,21:00,172.44,175.0,140.0,17.24,49.2,6.0,43.2,0.0,0.0
Sông Tranh 2,2024-03-21,22:00,172.43,175.0,140.0,24.35,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-21,23:00,172.43,175.0,140.0,14.0,14.0,6.0,8.0,0.0,0.0
Sông Tranh 2,2024-03-22,00:00,172.44,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,01:00,172.45,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,02:00,172.46,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,03:00,172.46,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,04:00,172.46,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,05:00,172.47,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,06:00,172.47,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,07:00,172.47,175.0,140.0,62.0,62.0,6.0,56.0,0.0,0.0
Sông Tranh 2,2024-03-22,08:00,172.46,175.0,140.0,43.99,100.93,6.0,94.93,0.0,0.0
Sông Tranh 2,2024-03-22,09:00,172.46,175.0,140.0,77.66,77.67,6.0,71.67,0.0,0.0
Sông Tranh 2,2024-03-22,10:00,172.46,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,11:00,172.46,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,12:00,172.47,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,13:00,172.47,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,14:00,172.48,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,15:00,172.49,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,16:00,172.49,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-22,17:00,172.48,175.0,140.0,29.33,86.0,6.0,80.0,0.0,0.0
Sông Tranh 2,2024-03-22,18:00,172.47,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-22,19:00,172.46,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-22,20:00,172.45,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-22,21:00,172.44,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-22,22:00,172.43,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-22,23:00,172.42,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,00:00,172.42,175.0,140.0,28.4,28.4,6.0,22.4,0.0,0.0
Sông Tranh 2,2024-03-23,01:00,172.42,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,02:00,172.43,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,03:00,172.43,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,04:00,172.44,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,05:00,172.44,175.0,140.0,23.6,23.6,6.0,17.6,0.0,0.0
Sông Tranh 2,2024-03-23,06:00,172.43,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,07:00,172.42,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,08:00,172.41,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,09:00,172.4,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,10:00,172.4,175.0,140.0,12.4,12.4,6.0,6.4,0.0,0.0
Sông Tranh 2,2024-03-23,11:00,172.4,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,12:00,172.41,175.0,140.0,62.66,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,13:00,172.41,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,14:00,172.42,175.0,140.0,62.94,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,15:00,172.42,175.0,140.0,6.0,6.0,6.0,0.0,0.0,0.0
Sông Tranh 2,2024-03-23,16:00,172.41,175.0,140.0,17.85,74.8,6.0,68.8,0.0,0.0
Sông Tranh 2,2024-03-23,17:00,172.4,175.0,140.0,45.33,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,18:00,172.39,175.0,140.0,45.05,102.0,6.0,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,19:00,172.37,175.0,140.0,37.98,151.6,6.0,145.6,0.0,0.0
Sông Tranh 2,2024-03-23,20:00,172.36,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,21:00,172.35,175.0,140.0,45.33,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,22:00,172.34,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-23,23:00,172.33,175.0,140.0,45.33,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,00:00,172.33,175.0,140.0,13.99,13.99,5.99,8.0,0.0,0.0
Sông Tranh 2,2024-03-24,01:00,172.34,175.0,140.0,62.66,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,02:00,172.34,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,03:00,172.35,175.0,140.0,62.94,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,04:00,172.35,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,05:00,172.36,175.0,140.0,62.66,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,06:00,172.36,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,07:00,172.36,175.0,140.0,34.79,34.79,5.99,28.8,0.0,0.0
Sông Tranh 2,2024-03-24,08:00,172.35,175.0,140.0,45.33,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,09:00,172.34,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,10:00,172.34,175.0,140.0,12.39,12.39,5.99,6.4,0.0,0.0
Sông Tranh 2,2024-03-24,11:00,172.34,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,12:00,172.35,175.0,140.0,62.94,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,13:00,172.35,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,14:00,172.35,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,15:00,172.36,175.0,140.0,62.66,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-24,16:00,172.35,175.0,140.0,21.33,77.99,5.99,72.0,0.0,0.0
Sông Tranh 2,2024-03-24,17:00,172.33,175.0,140.0,11.62,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,18:00,172.32,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,19:00,172.3,175.0,140.0,69.98,183.59,5.99,177.6,0.0,0.0
Sông Tranh 2,2024-03-24,20:00,172.27,175.0,140.0,27.44,197.99,5.99,192.0,0.0,0.0
Sông Tranh 2,2024-03-24,21:00,172.26,175.0,140.0,51.45,108.39,5.99,102.4,0.0,0.0
Sông Tranh 2,2024-03-24,22:00,172.25,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-24,23:00,172.25,175.0,140.0,45.99,45.99,5.99,40.0,0.0,0.0
Sông Tranh 2,2024-03-25,00:00,172.25,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,01:00,172.26,175.0,140.0,62.66,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,02:00,172.26,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,03:00,172.26,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,04:00,172.26,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,05:00,172.27,175.0,140.0,62.93,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,06:00,172.27,175.0,140.0,36.39,36.39,5.99,30.4,0.0,0.0
Sông Tranh 2,2024-03-25,07:00,172.26,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-25,08:00,172.25,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-25,09:00,172.25,175.0,140.0,22.39,44.39,5.99,38.4,0.0,0.0
Sông Tranh 2,2024-03-25,10:00,172.25,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,11:00,172.25,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,12:00,172.26,175.0,140.0,62.66,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,13:00,172.26,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,14:00,172.27,175.0,140.0,62.93,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,15:00,172.27,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-25,16:00,172.27,175.0,140.0,25.19,25.19,5.99,19.2,0.0,0.0
Sông Tranh 2,2024-03-25,17:00,172.26,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-25,18:00,172.25,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-25,19:00,172.22,175.0,140.0,14.63,185.19,5.99,179.2,0.0,0.0
Sông Tranh 2,2024-03-25,20:00,172.19,175.0,140.0,20.25,190.81,5.99,184.82,0.0,0.0
Sông Tranh 2,2024-03-25,21:00,172.17,175.0,140.0,34.78,148.39,5.99,142.4,0.0,0.0
Sông Tranh 2,2024-03-25,22:00,172.16,175.0,140.0,45.04,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-25,23:00,172.15,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,00:00,172.15,175.0,140.0,57.19,57.19,5.99,51.2,0.0,0.0
Sông Tranh 2,2024-03-26,01:00,172.15,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,02:00,172.15,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,03:00,172.16,175.0,140.0,62.65,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,04:00,172.16,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,05:00,172.17,175.0,140.0,62.93,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,06:00,172.17,175.0,140.0,36.39,36.39,5.99,30.4,0.0,0.0
Sông Tranh 2,2024-03-26,07:00,172.16,175.0,140.0,45.05,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,08:00,172.15,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,09:00,172.14,175.0,140.0,38.64,95.59,5.99,89.6,0.0,0.0
Sông Tranh 2,2024-03-26,10:00,172.14,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,11:00,172.14,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,12:00,172.14,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,13:00,172.15,175.0,140.0,62.93,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,14:00,172.15,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,15:00,172.15,175.0,140.0,5.99,5.99,5.99,0.0,0.0,0.0
Sông Tranh 2,2024-03-26,16:00,172.14,175.0,140.0,21.04,77.99,5.99,72.0,0.0,0.0
Sông Tranh 2,2024-03-26,17:00,172.13,175.0,140.0,45.04,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,18:00,172.12,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,19:00,172.11,175.0,140.0,45.04,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,20:00,172.1,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,21:00,172.09,175.0,140.0,45.04,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,22:00,172.08,175.0,140.0,45.04,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-26,23:00,172.07,175.0,140.0,45.32,101.99,5.99,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,00:00,172.07,175.0,140.0,20.38,20.38,5.98,14.4,0.0,0.0
Sông Tranh 2,2024-03-27,01:00,172.07,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,02:00,172.08,175.0,140.0,62.65,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,03:00,172.08,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,04:00,172.08,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,05:00,172.09,175.0,140.0,62.93,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,06:00,172.09,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,07:00,172.08,175.0,140.0,21.04,77.98,5.98,72.0,0.0,0.0
Sông Tranh 2,2024-03-27,08:00,172.07,175.0,140.0,45.32,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,09:00,172.06,175.0,140.0,40.82,97.76,5.98,91.78,0.0,0.0
Sông Tranh 2,2024-03-27,10:00,172.06,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,11:00,172.07,175.0,140.0,62.93,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,12:00,172.07,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,13:00,172.07,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,14:00,172.08,175.0,140.0,62.65,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,15:00,172.08,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-27,16:00,172.08,175.0,140.0,9.18,9.18,5.98,3.2,0.0,0.0
Sông Tranh 2,2024-03-27,17:00,172.07,175.0,140.0,45.32,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,18:00,172.06,175.0,140.0,45.04,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,19:00,172.04,175.0,140.0,52.37,165.98,5.98,160.0,0.0,0.0
Sông Tranh 2,2024-03-27,20:00,172.01,175.0,140.0,23.48,194.03,5.98,188.05,0.0,0.0
Sông Tranh 2,2024-03-27,21:00,172.0,175.0,140.0,45.04,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,22:00,171.99,175.0,140.0,45.31,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-27,23:00,171.98,175.0,140.0,43.94,100.88,5.98,94.9,0.0,0.0
Sông Tranh 2,2024-03-28,00:00,171.98,175.0,140.0,18.78,18.78,5.98,12.8,0.0,0.0
Sông Tranh 2,2024-03-28,01:00,171.99,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,02:00,171.99,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,03:00,171.99,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,04:00,172.0,175.0,140.0,7.29,121.18,5.98,115.2,0.0,0.0
Sông Tranh 2,2024-03-28,05:00,172.0,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,06:00,172.0,175.0,140.0,39.58,39.58,5.98,33.6,0.0,0.0
Sông Tranh 2,2024-03-28,07:00,172.0,175.0,140.0,58.91,58.91,5.98,52.93,0.0,0.0
Sông Tranh 2,2024-03-28,08:00,172.0,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,09:00,172.01,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,10:00,172.01,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,11:00,172.01,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,12:00,172.02,175.0,140.0,62.93,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,13:00,172.02,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,14:00,172.02,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,15:00,172.03,175.0,140.0,62.65,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-28,16:00,172.02,175.0,140.0,30.91,87.58,5.98,81.6,0.0,0.0
Sông Tranh 2,2024-03-28,17:00,172.0,175.0,140.0,7.29,121.18,5.98,115.2,0.0,0.0
Sông Tranh 2,2024-03-28,18:00,171.97,175.0,140.0,27.7,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-28,19:00,171.94,175.0,140.0,27.42,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-28,20:00,171.91,175.0,140.0,27.42,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-28,21:00,171.89,175.0,140.0,33.17,146.78,5.98,140.8,0.0,0.0
Sông Tranh 2,2024-03-28,22:00,171.88,175.0,140.0,45.03,101.98,5.98,96.0,0.0,0.0
Sông Tranh 2,2024-03-28,23:00,171.87,175.0,140.0,41.86,98.81,5.98,92.83,0.0,0.0
Sông Tranh 2,2024-03-29,00:00,171.87,175.0,140.0,31.78,31.78,5.98,25.8,0.0,0.0
Sông Tranh 2,2024-03-29,01:00,171.88,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,02:00,171.92,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,03:00,171.94,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,04:00,171.89,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,05:00,171.89,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,06:00,171.9,175.0,140.0,62.64,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,07:00,171.91,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,08:00,171.91,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,09:00,171.92,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,10:00,171.92,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,11:00,171.93,175.0,140.0,62.64,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,12:00,171.93,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,13:00,171.94,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,14:00,171.94,175.0,140.0,5.98,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,15:00,171.95,175.0,140.0,62.65,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,16:00,171.96,175.0,140.0,62.92,5.98,5.98,0.0,0.0,0.0
Sông Tranh 2,2024-03-29,17:00,171.94,175.0,140.0,65.17,178.78,5.98,172.8,0.0,0.0
Sông Tranh 2,2024-03-29,18:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-29,19:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-29,20:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-29,22:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-29,23:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,00:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,01:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,02:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,03:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,04:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,05:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,06:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,07:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,08:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,09:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,10:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,11:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,12:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,13:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,14:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,15:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,16:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,17:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,18:00,171.92,175.0,140.0,84.37,197.98,5.98,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,19:00,171.84,175.0,140.0,84.36,197.97,5.97,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,20:00,171.82,175.0,140.0,84.08,197.97,5.97,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,21:00,171.8,175.0,140.0,84.36,197.97,5.97,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,22:00,171.77,175.0,140.0,27.42,197.97,5.97,192.0,0.0,0.0
Sông Tranh 2,2024-03-30,23:00,171.76,175.0,140.0,64.77,121.44,5.97,115.47,0.0,0.0
Sông Tranh 2,2024-03-31,00:00,171.77,175.0,140.0,62.64,5.97,5.97,0.0,0.0,0.0
